UNIPROT_AC	name	ENSEMBL_ID	GENE_NAME	DO_IDs
A0A0G2K344	PK3CA	ENSRNOG00000056371	Pik3ca	DOID:0060075|DOID:0080199|DOID:0080351|DOID:0110861|DOID:0111162|DOID:1612|DOID:1984|DOID:234|DOID:2394|DOID:3450|DOID:6457|DOID:6498|DOID:684|DOID:9256
A0A0G2K358	A0A0G2K358	ENSRNOG00000028688	Ctns	DOID:1064
A0A0G2K3A4	A0A0G2K3A4	ENSRNOG00000056817	Muc6	DOID:10808|DOID:1793|DOID:3030|DOID:4947
A0A0G2K3B7	A0A0G2K3B7	ENSRNOG00000015750	Wnt7b	DOID:11054|DOID:1612|DOID:1618
A0A0G2K3H2	A0A0G2K3H2	ENSRNOG00000008298	Dock7	DOID:0080415
A0A0G2K3H5	A0A0G2K3H5	ENSRNOG00000032254	Sin3a	DOID:0060395|DOID:12858|DOID:162|DOID:224
A0A0G2K3H7	A0A0G2K3H7	ENSRNOG00000054889	Wdr72	DOID:0110061
A0A0G2K3K5	A0A0G2K3K5	ENSRNOG00000008283	B4galt5	DOID:2377
A0A0G2K3P6	A0A0G2K3P6	ENSRNOG00000021199	Fcgr1a	DOID:7148
A0A0G2K3R5	A0A0G2K3R5	ENSRNOG00000055650	Pou2f2	DOID:2914
A0A0G2K3S9	A0A0G2K3S9	ENSRNOG00000006729	Slc24a4	DOID:0110063
A0A0G2K3V6	A0A0G2K3V6	ENSRNOG00000053042	LOC103694540	DOID:9206
A0A0G2K3Y6	A0A0G2K3Y6	ENSRNOG00000033169	Cpeb4	DOID:10762|DOID:12236|DOID:5082
A0A0G2K426	A0A0G2K426	NA	Kmt2c	DOID:0080598|DOID:10283|DOID:1749|DOID:3748|DOID:5517
A0A0G2K427	A0A0G2K427	ENSRNOG00000002618	Ivns1abp	DOID:0112005
A0A0G2K430	A0A0G2K430	ENSRNOG00000057173	Lipn	DOID:0060717
A0A0G2K449	A0A0G2K449	ENSRNOG00000012110	Col17a1	DOID:0060738|DOID:0070337|DOID:3209|DOID:8506
A0A0G2K470	A0A0G2K470	ENSRNOG00000058111	Itga2	DOID:0060573|DOID:0060574|DOID:0060903|DOID:0111045|DOID:10003|DOID:11758|DOID:13241|DOID:1588|DOID:1727|DOID:2219|DOID:2349|DOID:3891|DOID:5844|DOID:8805|DOID:8947|DOID:9351|DOID:9352
A0A0G2K475	A0A0G2K475	ENSRNOG00000059997	Brip1	DOID:0111097|DOID:10652|DOID:13636|DOID:14250|DOID:1588|DOID:1612|DOID:3459|DOID:3744|DOID:9256
A0A0G2K490	A0A0G2K490	ENSRNOG00000012422	Tnik	DOID:0060308
A0A0G2K4A8	A0A0G2K4A8	ENSRNOG00000056343	Lats2	DOID:0060072|DOID:1289|DOID:162|DOID:3193
A0A0G2K4B6	A0A0G2K4B6	ENSRNOG00000059589	Lmbr1	DOID:0050603|DOID:0111350|DOID:0111564|DOID:0111818
A0A0G2K4C0	A0A0G2K4C0	ENSRNOG00000021886	B4galt7	DOID:0080738|DOID:13359
A0A0G2K4D9	A0A0G2K4D9	ENSRNOG00000029885	Stag2	DOID:0111845
A0A0G2K4F6	A0A0G2K4F6	ENSRNOG00000018194	Srrm1	DOID:11714
A0A0G2K4G0	A0A0G2K4G0	ENSRNOG00000060615	Rai1	DOID:0060768|DOID:0060853
A0A0G2K4I9	A0A0G2K4I9	ENSRNOG00000013684	F11	DOID:0060903|DOID:2229|DOID:3490
A0A0G2K4P8	A0A0G2K4P8	ENSRNOG00000023456	Rnf41	DOID:1289
A0A0G2K4Q5	A0A0G2K4Q5	ENSRNOG00000018287	RGD1307603	DOID:0050745|DOID:0050860|DOID:0050866|DOID:0050908|DOID:0060071|DOID:0060500|DOID:0060892|DOID:10283|DOID:1037|DOID:10591|DOID:10652|DOID:10873|DOID:11054|DOID:11476|DOID:1205|DOID:12361|DOID:14067|DOID:14330|DOID:1579|DOID:1612|DOID:1749|DOID:1793|DOID:1909|DOID:2377|DOID:2394|DOID:2841|DOID:2998|DOID:3021|DOID:3069|DOID:3070|DOID:3083|DOID:3310|DOID:3407|DOID:3587|DOID:3602|DOID:3748|DOID:3770|DOID:3904|DOID:3908|DOID:409|DOID:4250|DOID:4450|DOID:4467|DOID:480|DOID:4926|DOID:4947|DOID:4961|DOID:574|DOID:684|DOID:74|DOID:8283|DOID:850|DOID:8692|DOID:8893|DOID:9119|DOID:9352|DOID:9471|DOID:9538|DOID:9669|DOID:9675|DOID:9952|DOID:9970
A0A0G2K4Q8	A0A0G2K4Q8	ENSRNOG00000014171	Tnfsf13	DOID:0080630
A0A0G2K4S7	A0A0G2K4S7	ENSRNOG00000008688	Usp45	DOID:14791
A0A0G2K4T6	A0A0G2K4T6	ENSRNOG00000025882	Nipal1	DOID:2476
A0A0G2K4Z7	A0A0G2K4Z7	ENSRNOG00000014124	Nod2	DOID:0050678|DOID:0050922|DOID:0060180|DOID:0080176|DOID:1024|DOID:1324|DOID:13241|DOID:13406|DOID:1612|DOID:2378|DOID:2394|DOID:2596|DOID:2799|DOID:2841|DOID:2957|DOID:2987|DOID:3083|DOID:3393|DOID:3525|DOID:4029|DOID:417|DOID:4481|DOID:4483|DOID:4989|DOID:5295|DOID:8778|DOID:9074
A0A0G2K516	A0A0G2K516	ENSRNOG00000014902	Stx11	DOID:0110924
A0A0G2K528	A0A0G2K528	ENSRNOG00000005281	Stx16	DOID:0080222
A0A0G2K548	A0A0G2K548	ENSRNOG00000026319	Akap9	DOID:0110652
A0A0G2K5A0	A0A0G2K5A0	ENSRNOG00000051623	Exosc8	DOID:0060264
A0A0G2K5A7	A0A0G2K5A7	ENSRNOG00000021143	Setdb1	DOID:10283|DOID:12849|DOID:12858|DOID:1324|DOID:1909|DOID:3070|DOID:5419
A0A0G2K5B0	A0A0G2K5B0	ENSRNOG00000052204	Tbc1d24	DOID:0050563|DOID:0060475|DOID:0080449|DOID:0110532|DOID:0110586|DOID:0111627|DOID:0111645|DOID:11832|DOID:1289
A0A0G2K5C9	A0A0G2K5C9	ENSRNOG00000059295	Selenoi	DOID:2476
A0A0G2K5E6	A0A0G2K5E6	ENSRNOG00000021406	LOC108351936	DOID:162|DOID:8566
A0A0G2K5I7	A0A0G2K5I7	ENSRNOG00000019956	Kdm4a	DOID:10283|DOID:11054|DOID:1324|DOID:1612|DOID:5517|DOID:986
A0A0G2K5K7	A0A0G2K5K7	ENSRNOG00000056954	Inpp5k	DOID:0080197
A0A0G2K5L1	A0A0G2K5L1	ENSRNOG00000030954	Fat1	DOID:11727|DOID:1184
A0A0G2K5L2	A0A0G2K5L2	ENSRNOG00000018450	LOC100911440	DOID:0080440
A0A0G2K5N8	A0A0G2K5N8	ENSRNOG00000022307	Acap3	DOID:162
A0A0G2K5V8	A0A0G2K5V8	ENSRNOG00000018198	Dapk1	DOID:11054
A0A0G2K5X2	A0A0G2K5X2	ENSRNOG00000001478	Gtf2ird1	DOID:1928
A0A0G2K601	A0A0G2K601	ENSRNOG00000056772	Col4a6	DOID:0111740|DOID:0111860
A0A0G2K612	A0A0G2K612	ENSRNOG00000000999	Smurf1	DOID:0050477
A0A0G2K618	A0A0G2K618	ENSRNOG00000013742	Large1	DOID:0050588|DOID:0110637|DOID:0111242|DOID:11727
A0A0G2K628	A0A0G2K628	ENSRNOG00000055340	Ski	DOID:2340
A0A0G2K654	A0A0G2K654	ENSRNOG00000054978	Hist1h1c	DOID:9952
A0A0G2K663	A0A0G2K663	ENSRNOG00000052167	Marveld2	DOID:0110506
A0A0G2K677	A0A0G2K677	ENSRNOG00000055371	Sptbn4	DOID:0050882
A0A0G2K684	A0A0G2K684	ENSRNOG00000034164	Cr2	DOID:12177|DOID:9074
A0A0G2K687	A0A0G2K687	ENSRNOG00000059880	Rubcn	DOID:0080057
A0A0G2K6D0	A0A0G2K6D0	ENSRNOG00000052721	Kdm6a	DOID:0060473|DOID:10283|DOID:1612|DOID:3748|DOID:4450|DOID:9952
A0A0G2K6E0	A0A0G2K6E0	ENSRNOG00000012630	Rhoc	DOID:1612|DOID:4001
A0A0G2K6E8	A0A0G2K6E8	ENSRNOG00000002749	Spag9	DOID:1380|DOID:5082|DOID:684
A0A0G2K6G9	A0A0G2K6G9	ENSRNOG00000060544	Kdm5b	DOID:0060308|DOID:10283|DOID:11054|DOID:1612|DOID:3070|DOID:3748|DOID:6039
A0A0G2K6M8	A0A0G2K6M8	ENSRNOG00000018144	Depdc5	DOID:162|DOID:2234
A0A0G2K6N8	A0A0G2K6N8	ENSRNOG00000002912	Parn	DOID:0070024
A0A0G2K6Q8	A0A0G2K6Q8	ENSRNOG00000061238	Wnt10b	DOID:0050591|DOID:0090026|DOID:9970
A0A0G2K6W6	A0A0G2K6W6	ENSRNOG00000018931	Dis3l2	DOID:0060476|DOID:2154
A0A0G2K6Z8	A0A0G2K6Z8	ENSRNOG00000024602	Plekha7	DOID:0050851
A0A0G2K6Z9	ODAPH	ENSRNOG00000059582	Odaph	DOID:0110062
A0A0G2K719	A0A0G2K719	ENSRNOG00000023383	Ddx3x	DOID:0050457|DOID:0060309
A0A0G2K742	A0A0G2K742	ENSRNOG00000014851	Col4a4	DOID:0110033|DOID:0111365|DOID:783
A0A0G2K797	A0A0G2K797	ENSRNOG00000048630	Klk1c6	DOID:0050700|DOID:10763|DOID:5844|DOID:783|DOID:784
A0A0G2K7A5	A0A0G2K7A5	ENSRNOG00000051399	Col10a1	DOID:0080021|DOID:2256|DOID:90
A0A0G2K7B6	A0A0G2K7B6	ENSRNOG00000032788	Dysf	DOID:0070199|DOID:0110276|DOID:0111187|DOID:11720|DOID:9884
A0A0G2K7D7	A0A0G2K7D7	ENSRNOG00000011476	Nars2	DOID:0111485|DOID:0111641
A0A0G2K7E1	A0A0G2K7E1	ENSRNOG00000039107	Mfrp	DOID:0060837|DOID:0080634|DOID:10584|DOID:10629
A0A0G2K7F0	A0A0G2K7F0	ENSRNOG00000056721	Fancm	DOID:0050865|DOID:0111916|DOID:5426
A0A0G2K7G5	A0A0G2K7G5	ENSRNOG00000024085	Tmem237	DOID:0050777|DOID:0110983
A0A0G2K7K3	A0A0G2K7K3	ENSRNOG00000060146	Six5	DOID:0111424|DOID:11722|DOID:14702
A0A0G2K7L2	A0A0G2K7L2	ENSRNOG00000023851	Igsf3	DOID:13929
A0A0G2K7N8	A0A0G2K7N8	ENSRNOG00000047296	Bptf	DOID:10652|DOID:332
A0A0G2K7X2	A0A0G2K7X2	ENSRNOG00000008145	Traf3	DOID:936
A0A0G2K7X7	A0A0G2K7X7	ENSRNOG00000061379	C7	DOID:0060300|DOID:10976|DOID:11832|DOID:5844
A0A0G2K889	A0A0G2K889	ENSRNOG00000007242	Ehmt1	DOID:0060352|DOID:0080597|DOID:3748
A0A0G2K897	A0A0G2K897	ENSRNOG00000057706	Kdm5c	DOID:0060809|DOID:12858|DOID:1612|DOID:5419
A0A0G2K8I5	A0A0G2K8I5	ENSRNOG00000003929	Pcdh19	DOID:0060848
A0A0G2K8J3	A0A0G2K8J3	ENSRNOG00000051528	Ddx11	DOID:0060535
A0A0G2K8M2	A0A0G2K8M2	ENSRNOG00000057862	Rsph1	DOID:0110628
A0A0G2K8N1	A0A0G2K8N1	ENSRNOG00000058068	Obscn	DOID:12930
A0A0G2K8N9	A0A0G2K8N9	ENSRNOG00000058572	Nek9	DOID:0060558
A0A0G2K8Z6	A0A0G2K8Z6	ENSRNOG00000053680	Kansl1	DOID:0050880
A0A0G2K929	A0A0G2K929	ENSRNOG00000056458	Cep290	DOID:0050545|DOID:0050576|DOID:0060340|DOID:0070118|DOID:0110136|DOID:0110291|DOID:0111000|DOID:2975
A0A0G2K931	A0A0G2K931	ENSRNOG00000013971	Psat1	DOID:0050723|DOID:0080075
A0A0G2K950	A0A0G2K950	ENSRNOG00000011068	Papss2	DOID:0050812
A0A0G2K975	A0A0G2K975	ENSRNOG00000042369	RGD1564614	DOID:0060746|DOID:0080162|DOID:0080301|DOID:0080600|DOID:0110014|DOID:0110017|DOID:11335|DOID:12030|DOID:12554|DOID:12574|DOID:1287|DOID:1407|DOID:1686|DOID:1749|DOID:2569|DOID:3454|DOID:4448|DOID:5327|DOID:670|DOID:8893|DOID:8947|DOID:9074
A0A0G2K9D6	A0A0G2K9D6	ENSRNOG00000020804	Smarcc1	DOID:0050340|DOID:1925
A0A0G2K9D9	A0A0G2K9D9	ENSRNOG00000059715	Cc2d2a	DOID:0070120|DOID:0111004|DOID:0111589|DOID:1059
A0A0G2K9E5	A0A0G2K9E5	ENSRNOG00000004760	Lars2	DOID:0050857|DOID:700
A0A0G2K9G6	A0A0G2K9G6	ENSRNOG00000015389	Stag1	DOID:0080238
A0A0G2K9J2	A0A0G2K9J2	ENSRNOG00000030862	Atp6v1h	DOID:11476
A0A0G2K9K0	A0A0G2K9K0	ENSRNOG00000003496	Tbc1d9	DOID:0070357
A0A0G2K9M4	A0A0G2K9M4	ENSRNOG00000061121	Wdfy3	DOID:0070295
A0A0G2K9M5	A0A0G2K9M5	ENSRNOG00000054011	Tbc1d8b	DOID:0070357
A0A0G2K9P5	A0A0G2K9P5	ENSRNOG00000056610	Cog5	DOID:0070261
A0A0G2K9P7	A0A0G2K9P7	ENSRNOG00000054900	Pih1d3	DOID:0111850
A0A0G2K9U6	A0A0G2K9U6	ENSRNOG00000017913	Atg16l1	DOID:0110885
A0A0G2K9V0	A0A0G2K9V0	ENSRNOG00000054217	Runx3	DOID:11054|DOID:1612|DOID:1793|DOID:2152|DOID:2394|DOID:2871|DOID:3008|DOID:3969|DOID:4947|DOID:8719
A0A0G2K9X2	A0A0G2K9X2	ENSRNOG00000011208	Rapsn	DOID:0110675|DOID:0111378
A0A0G2KA14	A0A0G2KA14	ENSRNOG00000057378	Clec16a	DOID:13774|DOID:2377|DOID:7148|DOID:9744
A0A0G2KA92	A0A0G2KA92	ENSRNOG00000012716	Chd2	DOID:0050834|DOID:0060475
A0A0G2KA99	A0A0G2KA99	NA	Aff2	DOID:14261
A0A0G2KAE1	A0A0G2KAE1	ENSRNOG00000016021	Lims2	DOID:0110288
A0A0G2KAE2	A0A0G2KAE2	ENSRNOG00000013061	Tusc3	DOID:0060308
A0A0G2KAH3	A0A0G2KAH3	ENSRNOG00000016181	Tbx20	DOID:0050700|DOID:0110109|DOID:12930|DOID:1682
A0A0G2KAH4	A0A0G2KAH4	ENSRNOG00000010652	Dock6	DOID:0060227
A0A0G2KAH7	A0A0G2KAH7	ENSRNOG00000008944	Ext2	DOID:206
A0A0G2KAI9	A0A0G2KAI9	ENSRNOG00000019474	Rsph9	DOID:0110601
A0A0G2KAP6	A0A0G2KAP6	ENSRNOG00000019254	Dyrk1b	DOID:0060612
A0A0G2KAQ5	A0A0G2KAQ5	ENSRNOG00000014815	Myoz2	DOID:0110322
A0A0G2KAT2	A0A0G2KAT2	ENSRNOG00000011823	Tfap2b	DOID:0060563|DOID:13550|DOID:13832|DOID:535
A0A0G2KAU4	A0A0G2KAU4	ENSRNOG00000032703	Rasgrp3	DOID:10763
A0A0G2KAW9	A0A0G2KAW9	ENSRNOG00000057284	Cenpb	DOID:12236|DOID:2952
A0A0G2KAX2	A0A0G2KAX2	ENSRNOG00000039214	RGD1305455	DOID:0070296
A0A0G2KB67	A0A0G2KB67	ENSRNOG00000021659	Acp4	DOID:2187
A0A0G2KB87	A0A0G2KB87	ENSRNOG00000051262	Tmc1	DOID:0110520|DOID:0110563|DOID:10003
A0A0G2KB96	A0A0G2KB96	ENSRNOG00000057760	Stil	DOID:0070278|DOID:10907
A0A0G2KBB4	A0A0G2KBB4	ENSRNOG00000027221	Sun5	DOID:0070184
A0A0G2KBB9	A0A0G2KBB9	ENSRNOG00000011076	Ank2	DOID:0060224|DOID:0111700|DOID:13884|DOID:224|DOID:2843
A0A0G2QC01	A0A0G2QC01	ENSRNOG00000020836	Rorc	DOID:0111940|DOID:12894
A0A0G2QC02	A0A0G2QC02	ENSRNOG00000000421	Skiv2l	DOID:0111416
A0A0G2QC04	A0A0G2QC04	ENSRNOG00000009945	Pls1	DOID:0050564|DOID:12858
A0A0G2QC09	A0A0G2QC09	NA	Ep300	DOID:0050700|DOID:0060319|DOID:10283|DOID:10652|DOID:10763|DOID:114|DOID:1933|DOID:224|DOID:2920|DOID:2921|DOID:3459|DOID:3827|DOID:4467|DOID:6000|DOID:684|DOID:8947|DOID:9256
A0A0G2QC38	A0A0G2QC38	ENSRNOG00000029592	Srsf11	DOID:0050908|DOID:0060041
A0A0G2QC50	A0A0G2QC50	ENSRNOG00000003927	Cd55	DOID:10283|DOID:10611|DOID:1612|DOID:2870|DOID:4362|DOID:576|DOID:769
A0A0G2QC60	A0A0G2QC60	ENSRNOG00000009401	Lmo2	DOID:9952
A0A0G2QC64	A0A0G2QC64	ENSRNOG00000015636	Wdr34	DOID:0110095
A0A0J9YUD5	A0A0J9YUD5	ENSMUSG00000038759	Nup205	DOID:0080381
A0A0M6L0J6	A0A0M6L0J6	ENSMUSG00000062201	Prl3d3	DOID:2945|DOID:3407|DOID:9970|DOID:9993
A0A0N4SUH6	A0A0N4SUH6	ENSMUSG00000078184	Rbm8a2	DOID:14699
A0A0R4J8U1	A0A0R4J8U1	ENSRNOG00000016995	Zap70	DOID:0111943|DOID:627|DOID:7148
A0A0U1RPR8	GUC2D	ENSMUSG00000074003	Gucy2d	DOID:14791
A0A0U1RRP3	A0A0U1RRP3	ENSRNOG00000039994	Upf3b	DOID:0060821
A0A0U1RRY7	A0A0U1RRY7	ENSRNOG00000002894	Mnt	DOID:0060469
A0A140LHZ9	A0A140LHZ9	ENSMUSG00000062991	Nrg1	DOID:0070082|DOID:10595|DOID:10652|DOID:11446|DOID:11832|DOID:1307|DOID:2468|DOID:3525|DOID:5419|DOID:571|DOID:5844|DOID:9743
A0A140LJ72	A0A140LJ72	ENSMUSG00000109564	Muc16	DOID:10140|DOID:12894|DOID:1793|DOID:2394|DOID:4947|DOID:9368
A0A140UHW6	A0A140UHW6	ENSRNOG00000002914	Trmt1	DOID:0060308
A0A140UHX3	A0A140UHX3	ENSRNOG00000008932	Ncapd3	DOID:0070296
A0A140UHX4	A0A140UHX4	ENSRNOG00000009085	Prkag2	DOID:0090101|DOID:0110312|DOID:1289|DOID:2747|DOID:384
A0A140UHX6	A0A140UHX6	ENSRNOG00000006911	Sptb	DOID:0050882|DOID:0110917|DOID:12971
A0A140UHX9	A0A140UHX9	ENSRNOG00000001032	Ccz1b	DOID:3753
A0A140UHY3	A0A140UHY3	ENSRNOG00000009437	Ewsr1	DOID:0060198|DOID:332|DOID:3369|DOID:9255
A0A1B0GWQ8	A0A1B0GWQ8	ENSRNOG00000027596	Mbd5	DOID:0060041|DOID:0070031
A0A1B0GWW4	A0A1B0GWW4	ENSRNOG00000022610	Agbl1	DOID:11555
A0A1L1SQU7	A0A1L1SQU7	ENSMUSG00000070047	Fat1	DOID:11727|DOID:1184
A0A1L1SU27	A0A1L1SU27	ENSMUSG00000014782	Plekhg4	DOID:0050957
A0A1L1SUI3	A0A1L1SUI3	ENSMUSG00000032114	Slc37a4	DOID:2749
A0A1W2P884	CE85L	ENSMUSG00000038594	Cep85l	DOID:0050453
A0A1W2PR82	PERC1	NA	PERCC1	MIM:618662
A0A1W2Q648	A0A1W2Q648	ENSRNOG00000061097	Lrit3	DOID:0110864
A0A1W2Q656	A0A1W2Q656	ENSRNOG00000016640	Dner	DOID:12930
A0A1W2Q693	A0A1W2Q693	ENSRNOG00000015113	Mocos	DOID:0060236
A0A1W2Q6E1	A0A1W2Q6E1	ENSRNOG00000025140	Zfat	DOID:7188
A0A1W2Q6F8	A0A1W2Q6F8	ENSRNOG00000016470	Ndufa10l1	DOID:0060536|DOID:3652
A0A1W2Q6J3	A0A1W2Q6J3	ENSRNOG00000056212	Flt3lg	DOID:12449|DOID:13636|DOID:1520|DOID:1793|DOID:3068|DOID:3070|DOID:4971|DOID:9538
A0A1W2Q6N1	A0A1W2Q6N1	ENSRNOG00000028377	Mpl	DOID:0090118|DOID:1588|DOID:2224|DOID:2228|DOID:4971|DOID:8692
A0A1Y7VJE9	A0A1Y7VJE9	NA	Eif1ad13	DOID:6039
A0A1Y7VLT7	A0A1Y7VLT7	NA	Eif1ad4	DOID:6039
A0A1Y7VMP7	A0A1Y7VMP7	ENSMUSG00000021245	Mlh3	DOID:0070276|DOID:1380|DOID:3883|DOID:9256
A0A286YDK6	PERC1	NA	Percc1	DOID:0060774
A0A2R8VJU7	A0A2R8VJU7	NA	Septin12	DOID:0070178
A0A494BAW1	A0A494BAW1	ENSMUSG00000068452	Duox2	DOID:0050328|DOID:0050338
A0A571BE33	A0A571BE33	ENSMUSG00000050122	Vwa3b	DOID:0111614
A0A571BEN1	A0A571BEN1	ENSMUSG00000020061	Mybpc1	DOID:0050646|DOID:0060654|DOID:0111598
A0A571BF58	A0A571BF58	ENSMUSG00000026950	Neb	DOID:0110928
A0A5F8MPH8	A0A5F8MPH8	ENSMUSG00000033327	Tnxb	DOID:0080731|DOID:13359|DOID:9620
A0A668KLU9	A0A668KLU9	ENSMUSG00000033898	Cfhr2	DOID:0080301|DOID:0110014|DOID:10976|DOID:13603|DOID:2527|DOID:576|DOID:670|DOID:8466
A0A6I8MX38	A0A6I8MX38	ENSMUSG00000056579	Tug1	DOID:12858
A0JN30	A0JN30	ENSRNOG00000003549	Cnpy2	DOID:10283
A0JPJ0	A0JPJ0	ENSRNOG00000015962	Nmnat1	DOID:0110005|DOID:11446|DOID:8466
A0JPN2	S39A4	ENSRNOG00000014314	Slc39a4	DOID:0050605
A0JPP0	A0JPP0	ENSRNOG00000036807	RGD1562433	DOID:0060206|DOID:1289|DOID:332|DOID:9255
A0JPQ5	A0JPQ5	ENSRNOG00000057774	RGD1560212	DOID:0050781|DOID:0080695
A0PJY2	FEZF1	ENSG00000128610	FEZF1	DOID:0090081
A1A4Y4	IRGM	ENSG00000237693	IRGM	DOID:0110890
A1A5P5	ARMC9	ENSRNOG00000025418	Armc9	DOID:0080275
A1A5Q0	LMOD2	NA	Lmod2	DOID:12930
A1A5Q5	KDM4D	ENSRNOG00000045905	Kdm4d	DOID:2154
A1A5R1	RFOX2	ENSRNOG00000004688	Rbfox2	DOID:1059
A1A5S1	PRP6	ENSRNOG00000051498	Prpf6	DOID:0110411
A1L130	A1L130	ENSRNOG00000023363	Ing4	DOID:162
A1L133	A1L133	ENSRNOG00000047100	LOC367975	DOID:9119
A1L188	NDUF8	ENSG00000224877	NDUFAF8	DOID:0112091
A1L1J8	A1L1J8	ENSRNOG00000006130	Rab5b	DOID:162|DOID:305
A1L1K7	ACBG2	ENSRNOG00000045947	Acsbg2	DOID:10588
A1L3P4	A1L3P4	ENSMUSG00000060681	Slc9a6	DOID:0060825
A1X283	SPD2B	ENSG00000174705	SH3PXD2B	DOID:0111789
A1XBS5	CBAR1	ENSG00000188343	FAM92A	MIM:618219
A1XIQ3	A1XIQ3	ENSRNOG00000009646	Nyx	DOID:0050534|DOID:0110870|DOID:8499
A1Y9I9	TOMT	ENSMUSG00000078630	Tomt	DOID:0110515
A1Z198	NL1B2	ENSMUSG00000070390	Nlrp1b	DOID:12306
A2A259	PK2L1	ENSMUSG00000037578	Pkd2l1	DOID:0110859|DOID:898
A2A432	CUL4B	ENSMUSG00000031095	Cul4b	DOID:0060822|DOID:1059
A2A5K6	ZN335	NA	Znf335	DOID:0070294
A2A5N8	LMBL1	ENSMUSG00000035576	L3mbtl1	DOID:1319|DOID:1612
A2A5R2	BIG2	ENSMUSG00000074582	Arfgef2	DOID:0050454
A2A5Z6	SMUF2	ENSMUSG00000018363	Smurf2	DOID:0050477|DOID:0050745
A2A654	A2A654	ENSMUSG00000040481	Bptf	DOID:10652|DOID:332
A2A690	TANC2	ENSMUSG00000053580	Tanc2	DOID:0060037
A2A825	CPLN2	NA	Cplane2	DOID:0050545|DOID:14679
A2A863	ITB4	ENSMUSG00000020758	Itgb4	DOID:0060733|DOID:0060738|DOID:0080510
A2A884	ZEP3	ENSMUSG00000028634	Hivep3	DOID:10652
A2A891	CMTA1	ENSMUSG00000014592	Camta1	DOID:0050998
A2A8L5	PTPRF	ENSMUSG00000033295	Ptprf	DOID:14227|DOID:2018|DOID:9970
A2A8T1	A2A8T1	ENSMUSG00000063929	Cyp4a32	DOID:0110861|DOID:10763
A2A974	CP4CB	ENSMUSG00000078597	Cyp4a12b	DOID:0110861|DOID:10763
A2A9C3	SZT2	ENSMUSG00000033253	Szt2	DOID:0080413
A2A9F4	KDF1	ENSMUSG00000037600	Kdf1	DOID:0111652
A2AA28	MET23	ENSMUSG00000090266	Mettl23	DOID:0060308
A2AAE1	K1109	NA	Kiaa1109	DOID:0111555
A2AAJ9	OBSCN	ENSMUSG00000061462	Obscn	DOID:12930|DOID:423
A2AAY5	SPD2B	ENSMUSG00000040711	Sh3pxd2b	DOID:0111789|DOID:10754|DOID:1686
A2AB59	RHG27	ENSMUSG00000034255	Arhgap27	DOID:1574
A2AC93	DNAI2	NA	Dnai2	DOID:0050144|DOID:0110622|DOID:10003|DOID:9562
A2ACG1	TLDC2	ENSMUSG00000074628	Tldc2	DOID:0070339
A2ACT7	A2ACT7	ENSMUSG00000027570	Col9a3	DOID:0070304|DOID:2256
A2AD83	FRMD7	ENSMUSG00000036131	Frmd7	DOID:0111790
A2AGH6	MED12	ENSMUSG00000079487	Med12	DOID:0060309|DOID:1470|DOID:14711|DOID:1967|DOID:591|DOID:9970
A2AH22	AMRA1	ENSMUSG00000040506	Ambra1	DOID:4752
A2AHC7	A2AHC7	ENSMUSG00000079699	Gm6592	DOID:5485
A2AHL1	ANO3	ENSMUSG00000074968	Ano3	DOID:0090052
A2AI08	TPRN	ENSMUSG00000048707	Tprn	DOID:0110526
A2AIL4	NDUF6	ENSMUSG00000050323	Ndufaf6	DOID:0060536|DOID:0080761|DOID:3652|DOID:8466
A2AIV8	CARD9	ENSMUSG00000026928	Card9	DOID:2058
A2AJ15	MA1B1	ENSMUSG00000036646	Man1b1	DOID:0060308
A2AJ77	PRD12	ENSMUSG00000079466	Prdm12	DOID:0070153
A2AJ88	PLPL7	ENSMUSG00000036833	Pnpla7	DOID:0050753|DOID:1289|DOID:1432|DOID:2476
A2AJK6	CHD7	ENSMUSG00000041235	Chd7	DOID:0050834|DOID:0060250|DOID:0090084|DOID:1682
A2AJN7	S4A11	ENSMUSG00000074796	Slc4a11	DOID:0060649|DOID:0111620|DOID:11555
A2AKQ0	S35D1	ENSMUSG00000028521	Slc35d1	DOID:0050775
A2AKX3	SETX	ENSMUSG00000043535	Setx	DOID:0050755|DOID:0060196
A2AL36	CNTRL	ENSMUSG00000057110	Cntrl	DOID:12712
A2ALS5	RPGP1	ENSMUSG00000041351	Rap1gap	DOID:0050908|DOID:1312|DOID:1793|DOID:1909|DOID:3312|DOID:3969
A2AMM0	CAVN4	ENSMUSG00000028348	Cavin4	DOID:9884
A2AMT1	BFSP1	ENSMUSG00000027420	Bfsp1	DOID:0110264
A2AMZ4	NDUF8	ENSMUSG00000078572	Ndufaf8	DOID:0060536
A2APX8	SCN1A	ENSMUSG00000064329	Scn1a	DOID:0060041|DOID:0060170|DOID:0080422|DOID:0111183|DOID:0111294|DOID:1826|DOID:2030
A2APY7	NDUF5	ENSMUSG00000027384	Ndufaf5	DOID:0060536
A2AQ07	TBB1	ENSMUSG00000016255	Tubb1	DOID:0090102
A2AQ92	A2AQ92	ENSMUSG00000033268	Duox1	DOID:0050328|DOID:0050338
A2AQH1	A2AQH1	ENSMUSG00000075256	Cerkl	DOID:0110368|DOID:10584
A2AQH4	BCORL	ENSMUSG00000036959	Bcorl1	DOID:0111841
